OID_,gradient,modificati,modificat1,modified,monitoring,municipali,natureofev,entrancelo,provincete,nhnwatersh,fishpassty,operatingn,operatedby,architect,constructe,length_m,contracted,depth_m,designedon,elevationm,engineerin,estimateof,estimateo1,fishwayref,hasevaluat,knownnotus,latitude,longitude,maxfishway,meanfishwa,entrancepo,completele,operationp,plansheldb,purpose,rivernamee,rivernamef,nhnwaters1,completel1,cabd_id,dam_id,known_use,datasource,featuretyp,waterbodyn,waterbody1,yearconstr,entrancep1,entrancel1,provincet1,fishpasst1,structuren,structure1,PRPWSHID,NHN7DWSH,NHN4DWSH
132,0.000000000000000, ,0,0, ,Halifax, ,0,ns,Musquodoboit,3,There was no fish way at coordinates. There was a bridge with a beaver dam. Spoke with a man who said there was a fish way., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.917332000000002,-63.201797999999997,0.000000000000000,0.000000000000000,0,0, , , ,Lay Lake, ,01EK000, ,3479f953-715e-4758-9a56-518cdc7c8fc7, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3479f953-715e-4758-9a56-518cdc7c8fc7,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01EK000,01EK
133,0.000000000000000, ,0,0, ,"Division No.  3, Subd. D", ,0,nl,Grey,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.184993348699997,-56.812095777899998,0.000000000000000,0.000000000000000,0,0, , , , , ,02ZD000, ,506dfaa1-88d1-413b-b34f-b444576d5961, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/506dfaa1-88d1-413b-b34f-b444576d5961,fishways, , ,0, , ,Newfoundland and Labrador,Unknown, , , ,02ZD000,02ZDA
134,0.000000000000000, ,0,0, ,Digby, ,0,ns,Sissiboo,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.571666999999998,-65.638333000000003,0.000000000000000,0.000000000000000,0,0, , , ,Bear River, ,01DB000, ,cd4e9a92-a7d8-4c24-89cc-d1dc4e90aa79, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cd4e9a92-a7d8-4c24-89cc-d1dc4e90aa79,fishways, , ,0, , ,Nova Scotia,Unknown,Watson Peck, , ,01DB000,01DB
135,0.000000000000000, ,0,0, ,Clare,Evaluation of fish Passage,0,ns,Meteghan,3,The sides of the fish way and the baffles have been blown out. The fish way is filled with beaver debris. The wood is rotten. There is a beaver lodge approximately 50 m from the exit of the fish way. The beavers would need to be trapped and the fish way, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repair & Requires Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.352144000000003,-66.026684000000003,0.000000000000000,0.000000000000000,0,0, , , ,Belliveau River, ,01DA000, ,954dd6a8-a08d-4c4a-94b0-f757eae9b85d, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/954dd6a8-a08d-4c4a-94b0-f757eae9b85d,fishways, , ,0, , ,Nova Scotia,Pool and weir,William Belliveau, , ,01DA000,01DA
136,0.000000000000000, ,0,0, ,Digby,Evaluation of fish Passage,0,ns,Sissiboo,3,"There are two waterfalls downstream from the fish way, both have a drop of approximately 1 m. There is a baffled culvert immediately upstream from the fish way.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.604849999999999,-65.716549999999998,0.000000000000000,0.000000000000000,0,0, , , ,Roach Brook, ,01DB000, ,941fdf48-9b37-4236-852f-3298d67e9e17, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/941fdf48-9b37-4236-852f-3298d67e9e17,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01DB000,01DB
137,0.000000000000000, ,0,0, ,"Kings, Subd. A", ,0,ns,Gaspereau,2, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.095694000000002,-64.727099999999993,0.000000000000000,0.000000000000000,0,0, , , ,Cornwallis, ,01DD000, ,afbf9522-2eca-4aa4-9f59-2b8d76659921, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/afbf9522-2eca-4aa4-9f59-2b8d76659921,fishways, , ,2014, , ,Nova Scotia,Nature-like fishway, , , ,01DD000,01DD
138,0.000000000000000, ,0,0, ,"Kings, Subd. B", ,0,ns,Gaspereau,3,There is a tidal gate located at the coordinates., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.150941198399998,-64.408214535799999,0.000000000000000,0.000000000000000,0,0, , , ,Habitant Creek, ,01DD000, ,3def8238-2da1-47ae-9fda-45db697fc0e8, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3def8238-2da1-47ae-9fda-45db697fc0e8,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01DD000,01DD
139,0.000000000000000, ,0,0, ,Halifax, ,0,ns,Shubenacadie,9,No fish way located at coordinates., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.846556000000000,-63.617240000000002,0.000000000000000,0.000000000000000,0,0, , , , , ,01DG000, ,03fb8c1e-4c56-4689-864f-1c1b2f85e6db, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/03fb8c1e-4c56-4689-864f-1c1b2f85e6db,fishways, , ,0, , ,Nova Scotia,Unknown, , , ,01DG000,01DG
140,0.000000000000000, ,0,0, ,Halifax, ,0,ns,Musquodoboit,9,No fish way located at coordinates., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.955854000000002,-63.219923999999999,0.000000000000000,0.000000000000000,0,0, , , ,Beaver Lake, ,01EK000, ,e592dc61-0a16-4e68-972d-7c19fd16d21b, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e592dc61-0a16-4e68-972d-7c19fd16d21b,fishways, , ,0, , ,Nova Scotia,Unknown, , , ,01EK000,01EK
141,0.000000000000000, ,0,0, ,West Hants, ,0,ns,Avon,9,"Could not locate an access point. The coordinates are likely located on a private, gated drive.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.031067000000000,-64.167344999999997,0.000000000000000,0.000000000000000,0,0, , , ,Avon River, ,01DE000, ,2de9034b-1f14-4816-8d4e-f035ec1de2f2, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/2de9034b-1f14-4816-8d4e-f035ec1de2f2,fishways, , ,0, , ,Nova Scotia,Unknown,Akins Meadow, , ,01DE000,01DE
142,0.000000000000000, ,0,0, ,East Hants, ,0,ns,Shubenacadie,9,Could not locate fish way. The coordinates are not near a roadway or a dam., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.225369999999998,-63.552970000000002,0.000000000000000,0.000000000000000,0,0, , , , , ,01DG000, ,b608d28d-c364-4ed6-ae29-a92785bad483, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b608d28d-c364-4ed6-ae29-a92785bad483,fishways, , ,0, , ,Nova Scotia,Unknown, , , ,01DG000,01DG
143,0.000000000000000, ,0,0, ,"Kings, Subd. D", ,0,ns,Gaspereau,3,There is not a fish way at coordinates. There is a downstream by pass. Passable only for downstream migration. The site is near a hydro plant., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.003633999999998,-64.376368999999997,0.000000000000000,0.000000000000000,0,0, , , ,Black River, ,01DD000, ,05b4140e-152f-4304-9682-ab5f8fbb6831, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/05b4140e-152f-4304-9682-ab5f8fbb6831,fishways, , ,0, , ,Nova Scotia,Pool and weir,Hell's Gate, , ,01DD000,01DD
144,0.000000000000000, ,0,0, ,East Hants,Evaluation of fish Passage,0,ns,Shubenacadie,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,45.203973179700000,-63.534743202000001,0.000000000000000,0.000000000000000,0,0, , , ,Duncan Brook, ,01DG000, ,b56eb7f1-34e5-40ce-bd46-9b6c04c9169a, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b56eb7f1-34e5-40ce-bd46-9b6c04c9169a,fishways, , ,0, , ,Nova Scotia,Pool and weir,Georgefield Marsh, , ,01DG000,01DG
145,0.000000000000000, ,0,0, ,"Kings, Subd. B", ,0,ns,Gaspereau,3,"There is research being done on the fish way. The equipment appears to be acoustic receivers. The culvert that is immediately downstream is circular, concrete, backwatered and passable. The water level was above the bottom two baffles during assessment.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.151578000000001,-64.485059000000007,0.000000000000000,0.000000000000000,0,0, , , ,Sheffield Mills, ,01DD000, ,1a1353cd-9d6e-4800-a03d-9ecb24750344,cac07d66-fd3c-4f4f-8b56-1aacb758f511, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/1a1353cd-9d6e-4800-a03d-9ecb24750344,fishways, , ,0, , ,Nova Scotia,Pool and weir,Sheffield Mills, , ,01DD000,01DD
146,0.000000000000000, ,0,0, ,Clare, ,0,ns,Tusket,6,The coordinates are located at a dam that has a section removed and there is no fish way. The notch in the dam is not a full barrier., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.231681999999999,-65.905749000000000,0.000000000000000,0.000000000000000,0,0, , , ,Seven Pence Halfpenny Brook, ,01EA000, ,26ad38c3-28b4-4cc6-90f5-4276b31de293,bf514734-636b-496b-ad37-1af2cf4f22b1, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/26ad38c3-28b4-4cc6-90f5-4276b31de293,fishways, , ,0, , ,Nova Scotia,Vertical slot,Wentworth Dam, , ,01EA000,01EA
147,0.000000000000000, ,0,0, ,Cape Breton, ,0,ns,Mira,3,Some evidence of spawning directly upstream. Fencing around fish way damaged and liable to collect debris. Drop from bottom pool to water level is ~40cm at time of assessment. Plunge pool too large to measure tailwater control., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repairs & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,46.102957000000004,-60.243079999999999,0.000000000000000,0.000000000000000,0,0, , , ,Sydney River, ,01FJ000, ,59dd96c6-ea82-4fa4-b093-6de25dd8b205,ee53f1e2-5374-486a-bdc9-f6bd17e97872, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/59dd96c6-ea82-4fa4-b093-6de25dd8b205,fishways, , ,2017, , ,Nova Scotia,Pool and weir,Sydney River Dam, , ,01FJ000,01FJ
148,0.000000000000000, ,0,0, ,"Division No.  6, Subd. D", ,0,nl,Exploits,5, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.069599100700003,-55.302903309700000,0.000000000000000,0.000000000000000,0,0, , ,To pass Salmo salar, , ,02YO000, ,71f781fa-1cb6-4e1e-8972-22a888305ab4,aa6e3b45-2a67-4f93-8d2a-4ee2dc858a55, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/71f781fa-1cb6-4e1e-8972-22a888305ab4,fishways, , ,2012, , ,Newfoundland and Labrador,Trap and truck,Rattling Brook Fishway, , ,02YO000,02YOB
149,0.000000000000000, ,0,0, ,Halifax, ,0,ns,East and West River Sheet Harbour,3,"There is no fish way at coordinates. The dam has blown out, allowing water to pass. We spoke with the land owner, who said that there was going to be a fish ladder installed but the river runs dry in the summer. There is a river that flows year round jus", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.929091000000000,-62.544753000000000,0.000000000000000,0.000000000000000,0,0, , , , , ,01EM000, ,e0f1b1ff-467f-432c-8cea-15fd2dcb2726, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e0f1b1ff-467f-432c-8cea-15fd2dcb2726,fishways, , ,0, , ,Nova Scotia,Pool and weir,Lower Mill Dam, , ,01EM000,01EM
150,0.000000000000000, ,0,0, ,Halifax, ,0,ns,Shubenacadie,2,Site visited and no fish way found near coordinates. Possibly a D/S Bypass at head of the dam however not confirmed., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.807860012900001,-63.607692739500003,0.000000000000000,0.000000000000000,0,0, , , ,Fall River, ,01DG000, ,3a8f10f0-5aa2-4486-9368-7d949085a7bf, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3a8f10f0-5aa2-4486-9368-7d949085a7bf,fishways, , ,0, , ,Nova Scotia,Nature-like fishway, , , ,01DG000,01DG
151,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,Musquodoboit,3,Baffles removed to draw down the lake for Gaspereaux migration. Told to remove baffles by Environment. There appears to be diligent maitenance which is evident because of the large pile of debris next to the fish way., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.001829999999998,-63.261519999999997,0.000000000000000,0.000000000000000,0,0, , , ,Storey Brook, ,01EK000, ,64f09ed3-78c4-4cf3-ac8e-1b20d1300a00, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/64f09ed3-78c4-4cf3-ac8e-1b20d1300a00,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01EK000,01EK
152,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,Tangier,4,"The same river has a functioning fish way not far away (44.91690, -62.73810). Assessed during high flow.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repairs & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.916289999999996,-62.740459999999999,0.000000000000000,0.000000000000000,0,0, , , ,River Lake, ,01EL000, ,7b45fe39-91a0-4458-8b79-515de5990d59,e42e8322-c8ec-4bcf-a345-5051f7ba1fab, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7b45fe39-91a0-4458-8b79-515de5990d59,fishways, , ,0, , ,Nova Scotia,Pool and weir with hole, , , ,01EL000,01EL
153,0.000000000000000, ,0,0, ,Halifax, ,0,ns,Tangier,3,"Coordinates appear to be an ideal place for a fish way. Closest non-private access point is more than 1 km away. There is a gate at 44.97697, -62.96061. Unable to gain access to the site.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.988641999999999,-62.952061999999998,0.000000000000000,0.000000000000000,0,0, , , ,Long Lake, ,01EL000, ,f4fdb693-8ed3-461b-be03-041b0f7f9dcf, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/f4fdb693-8ed3-461b-be03-041b0f7f9dcf,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01EL000,01EL
154,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,Tangier,4,"Assessment done during high flow. During high flow the water goes around the dam acting as an unintentional, passable runaround fish way. The dam is structurally unsound. There is a head difference of approximately 0.70 m. The notch is a partial barrier.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repair & Requires Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.940543858200002,-62.899112176800003,0.000000000000000,0.000000000000000,0,0, , , ,Scraggy Lake, ,01EL000, ,e5d7393c-0a8e-4737-bfa2-aadd6273c70f, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e5d7393c-0a8e-4737-bfa2-aadd6273c70f,fishways, , ,0, , ,Nova Scotia,Pool and weir with hole, , , ,01EL000,01EL
155,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,St. Marys,3,"The outflow drop is slightly larger than the rest of the drops, this could be because the downstream concrete baffle may have shifted.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.262988999999997,-62.703896000000000,0.000000000000000,0.000000000000000,0,0, , , ,South Brook Tributary, ,01EO000, ,83df6cb5-2a91-4573-b8c5-5ad10072d72b, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/83df6cb5-2a91-4573-b8c5-5ad10072d72b,fishways, , ,0, , ,Nova Scotia,Pool and weir,East Loon Lake, , ,01EO000,01EO
156,0.000000000000000, ,0,0, ,Lunenburg,Evaluation of fish Passage,0,ns,Medway,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,44.323332999999998,-64.663888999999998,0.000000000000000,0.000000000000000,0,0, , , , , ,01EE000, ,0c9c0c6e-7829-4b46-affa-3f0d1bad5481, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/0c9c0c6e-7829-4b46-affa-3f0d1bad5481,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01EE000,01EE
157,0.000000000000000, ,0,0, ,"Colchester, Subd. C", ,0,ns,Shubenacadie,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.240221599999998,-63.328671499999999,0.000000000000000,0.000000000000000,0,0, , , ,Shortts Lake, ,01DG000, ,9e2e6f4c-8d68-42f6-8cbf-410a6aa05628, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/9e2e6f4c-8d68-42f6-8cbf-410a6aa05628,fishways, , ,2015, , ,Nova Scotia,Unknown, , , ,01DG000,01DG
158,0.000000000000000, ,0,0, ,"Colchester, Subd. B", ,0,ns,Salmon (N.S.),1, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.387318059700000,-63.422592955699997,0.000000000000000,0.000000000000000,0,0, , , ,MacElmons Pond, ,01DH000, ,a65c07b8-9a2f-4180-980b-cff19d9e82c8, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a65c07b8-9a2f-4180-980b-cff19d9e82c8,fishways, , ,2019, , ,Nova Scotia,Denil,Galloping Brook, , ,01DH000,01DH
159,0.000000000000000, ,0,0, ,"Colchester, Subd. B",Evaluation of fish Passage,0,ns,Salmon (N.S.),3,There were boulders in the fifth baffle down from the top that were removed. The fish way is backwatered over the bottom three baffles., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.391440000000003,-63.319270000000003,0.000000000000000,0.000000000000000,0,0, , , ,Crowes River, ,01DH000, ,8df7a6cb-7e27-40f4-a1a7-93af1ed9d111, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8df7a6cb-7e27-40f4-a1a7-93af1ed9d111,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01DH000,01DH
160,0.000000000000000, ,0,0, ,"Colchester, Subd. B",Evaluation of fish Passage,0,ns,Salmon (N.S.),3,"There is large cobble in every pool ranging from 10 to 30 cm in diameter. There is vegetation growing just above the top baffle and it is causing a partial barrier, acting as a debris jam. Immediately above the fish way there is a box culvert with a natu", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & Requires Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.458140490200002,-63.083125335699997,0.000000000000000,0.000000000000000,0,0, , , ,Salmon River Tributary, ,01DH000, ,8e3f2c06-cc4e-4b27-a11d-7d47b8571d90, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8e3f2c06-cc4e-4b27-a11d-7d47b8571d90,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01DH000,01DH
161,0.000000000000000, ,0,0, ,"Colchester, Subd. A", ,0,ns,Economy,3,Natural bottom. Metal culvert at bottom of the fish way. Two pieces of wood have been added to the outflow of the culvert at the bottom of the fish way in what appears to be an attempt to reduce the outflow drop. culvert at botom of fishway is backwatere, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repairs & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,45.423103489900001,-63.751801109399999,0.000000000000000,0.000000000000000,0,0, , , ,Davidson Brook, ,01DJ000, ,532c0fc8-9fd6-4c71-96f5-3c355bdeb0e6, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/532c0fc8-9fd6-4c71-96f5-3c355bdeb0e6,fishways, , ,2014, , ,Nova Scotia,Pool and weir,Davidson Meadow, , ,01DJ000,01DJ
162,0.000000000000000, ,0,0, ,"Colchester, Subd. A",Evaluation of fish Passage,0,ns,Salmon (N.S.),3,There are boulders in the pool. The notches are both on the same side., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.532539999999997,-63.544429999999998,0.000000000000000,0.000000000000000,0,0, , , ,Folly Lake, ,01DH000, ,419e65d4-b033-4458-9d6c-695bdc7db229, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/419e65d4-b033-4458-9d6c-695bdc7db229,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01DH000,01DH
